depress	elate	antonym
soon	excessively	unrelated
nature	city	antonym
dear	horrible	unrelated
onerous	wanton	unrelated
minus	even	unrelated
compensate	nonsense	unrelated
nonconformity	conformism	antonym
little	much	antonym
require	easy	unrelated
able	even	unrelated
mystery	open	antonym
internationalism	nationalism	antonym
unavailing	effective	antonym
infidelity	faithfulness	antonym
read	listen	antonym
lower	soh	unrelated
unjust	decently	antonym
readily	seedy	unrelated
thermoplastic	thermosetting	antonym
lopsided	adequately	unrelated
pairing	separation	antonym
birthday	funeral	antonym
belgium	germany	category
gloved	gloveless	antonym
hokey	natural	other
save	spend	antonym
maybe	withal	unrelated
depression	happy	antonym
predictably	unexpectedly	antonym
severely	smooth	unrelated
well	scrap	unrelated
freelance	salaried	antonym
exist	article	unrelated
get_away	get_on	antonym
permissible	intolerable	antonym
optimistic	pessimistic	antonym
delineate	generalize	antonym
bad	comfortably	antonym
declension	improvement	unrelated
aright	outrageous	antonym
soil	clean	antonym
appropriate	redundant	antonym
deny	agree	antonym
right	disgraceful	unrelated
applicable	redundant	unrelated
reliable	brilliant	unrelated
friendliness	unfriendliness	antonym
minimally	long	other
trouble	fortune	antonym
shall	case	unrelated
cooperation	competition	antonym
medicine	poison	antonym
nature	man	antonym
efficient	 not adequate 	other
incompatible	applicable	unrelated
disassociation	association	antonym
boyfriend	girl	antonym
romania	spain	category
cry	smile	antonym
important	meaningless	antonym
married	unmarried	antonym
adequate	 long enough 	other
hardly	fountainhead	unrelated
rarely	practically	unrelated
decipherable	undecipherable	antonym
defective	nice	unrelated
long	low-pitched	unrelated
gravelly	easy	unrelated
rude	loose	unrelated
unavoidably	surprisingly	other
steam	cold	antonym
upset	decently	unrelated
run	walk	antonym
difficult	honest	unrelated
wessex	forethought	unrelated
ahistorical	historical	antonym
lamb	excessively	unrelated
TRUE	mad	unrelated
appendage	nonmember	unrelated
school	work	antonym
disposeed	 be busy 	unrelated
receivable	disable	unrelated
none	own	unrelated
lift	down	antonym
immobility	looseness	unrelated
start	include	unrelated
fierce	easily	unrelated
bad	fair	other
further	solely	unrelated
unfit	evil	unrelated
readily	sickly	unrelated
dream	awake	antonym
concatenation	unchain	antonym
guess	shall	unrelated
tenacious	recently	unrelated
roads	 an advance 	unrelated
sketchy	consummate	unrelated
fear	courage	antonym
orthogonal	significant	unrelated
request	covering	unrelated
unorthodoxy	orthodoxy	antonym
badness	evil	paraphrase
beneficial	mad	unrelated
here	back	unrelated
original	reproduction	antonym
finland	italy	category
essential	needless	antonym
spoilt	nice	other
substantially	inappropriately	unrelated
gentleman	lady	antonym
fairish	unreasonable	antonym
grade	 is worsening 	unrelated
page	cover	antonym
identical	no	unrelated
close	open	antonym
terrible	soft	unrelated
mean	generous	antonym
designate	unspecified	category
demented	ill	paraphrase
coruscate	still	antonym
insufficient	perfect	antonym
excessively	poorly	antonym
neurotic_depression	psychotic_depression	antonym
polite	natural	unrelated
build	destroy	antonym
cher	tinny	unrelated
die	life	antonym
just	 unfair to them 	antonym
amorphous	structured	antonym
forever	perpetually	paraphrase
unreal	properly	unrelated
well-founded	unsubstantiated	antonym
know	unknown	antonym
sure	 just curious 	unrelated
eve	possibly	unrelated
hardly	evening	unrelated
put	power supply	unrelated
important	substantial	unrelated
belgium	spain	category
beneficial	unwell	unrelated
crease	increased levels	unrelated
incorrectly	well	unrelated
right	sore	unrelated
nor	the	unrelated
unable	available	antonym
help	hurt	antonym
disapprovingly	approvingly	antonym
forthwith	maybe	unrelated
unrivalled	zero	unrelated
improper	correct	antonym
snow	hail	antonym
available	windy	unrelated
cloud	sunshine	antonym
give	take_away	antonym
spiritism	worldliness	antonym
warmth	cold	antonym
evil	kind	antonym
subtraction	addition	antonym
mild	violent	antonym
sign	industrial design	unrelated
polite	sassy	other
easy	fearful	unrelated
fruitless	fruitful	antonym
easy	pervert	unrelated
oil	vinegar	antonym
properly	sinful	antonym
waste	want	antonym
stuffiness	openness	antonym
disease	alive	antonym
stipulate	unqualified	unrelated
barely	available	other
bizarre	correct	unrelated
unspoiled	improper	unrelated
november	october	category
real	dreamlike	antonym
book	magazine	antonym
inelastic	elastic	antonym
stretch	contract	antonym
boyfriend	girlfriend	antonym
air	land	antonym
even	place	unrelated
afraid	unafraid	antonym
unbelievable	long	unrelated
overpriced	tinny	unrelated
acceptable	ineligible	antonym
compact	expand	antonym
possible	panicky	unrelated
unknown	bang	unrelated
pave	unpaved	antonym
sane	insane	antonym
so	minus	unrelated
necessitate	obviate	antonym
pull	push	antonym
reward	steal	antonym
bear	no	unrelated
machine	person	antonym
incompletely	full	antonym
apply	name	unrelated
indefinite	influence	unrelated
inconclusive	clean	unrelated
polite	impertinent	antonym
decency	indecency	antonym
tent	 their objective 	unrelated
divorce	marriage	antonym
utterly	living	unrelated
rise	sink	antonym
less	eventide	unrelated
correct	misguide	antonym
besotted	easy	unrelated
cloud	sun	antonym
discussion	discussed	entailment
correct	sore	unrelated
non	evening	unrelated
right-hand	unjustified	unrelated
address	uncover	unrelated
convert	unaffected	unrelated
detail	good	unrelated
new zealand	norway	category
table	plate	antonym
as	poorly	unrelated
stretch	relax	antonym
exclusively	anymore	unrelated
no	discontinue	unrelated
ever	forever	entailment
correctly	sick	unrelated
unable	viable	antonym
few	well	unrelated
inconclusive	decipherable	antonym
impropriety	decency	antonym
freedom	communism	antonym
foolish	unreasonable	unrelated
dismissal	charge	unrelated
signing	 the stationing 	unrelated
unpredictable	workable	unrelated
real	hardly	unrelated
shift	unabated	unrelated
unlikelihood	likeliness	antonym
old	young	antonym
so	depressed	unrelated
free	pay	antonym
hobby	job	antonym
no	equitable	unrelated
crazy	applicable	unrelated
impossible	unlikely	paraphrase
talk	silent	antonym
refusal	assume	unrelated
refuse	want	antonym
insufferable	desirable	antonym
litre	have	unrelated
work	off	antonym
pack	unpack	antonym
affair	spouse	antonym
long	uncommon	unrelated
withal	further	unrelated
compact	big	antonym
significant	nipper	unrelated
cut	join	antonym
mountain	flat	antonym
rain	snow	antonym
unimportant	authoritative	unrelated
incessantly	even	unrelated
loose	bind	antonym
free	catch	antonym
bit	hanker	unrelated
obviously	astonishingly	unrelated
naughty	aright	unrelated
foolish	intelligent	antonym
immediately	foresighted	unrelated
pathetic	rich	unrelated
effective	hard	unrelated
easygoing	harsh	antonym
shitty	properly	unrelated
prevention	unbar	antonym
he	she	antonym
small	meaning	unrelated
incorrect	decently	unrelated
unwise	allow	unrelated
get_around	keep	unrelated
out	real	unrelated
complicated	promiscuous	unrelated
antique	new	antonym
lucid	illogical	antonym
tense	 very good 	antonym
wrong	hardly	unrelated
hardworking	light	unrelated
can	jar	antonym
amiss	good	unrelated
ordinary	surprise	unrelated
unjustified	decent	unrelated
someone	immortal	unrelated
fear	love	antonym
rush	slow	antonym
unusual	rare	paraphrase
justly	wrong	unrelated
mild	irritate	antonym
outrageous	properly	unrelated
impressive	badly	antonym
hardhearted	softhearted	antonym
go	alive	unrelated
convincing	unconvincing	antonym
easy	crabbed	unrelated
southern	northern	antonym
cheer	cheerlessness	antonym
easily	uncomfortable	antonym
adequate	imperfect	antonym
important	significant	paraphrase
whiteness	impurity	antonym
goodness	naughty	antonym
gentleman	player	antonym
crowd	small	antonym
illegitimately	legitimately	antonym
easily	longer	unrelated
great	less	antonym
upright	lousy	antonym
long	specify	unrelated
prodigious	up	unrelated
stupid_person	smart	antonym
even	endlessly	unrelated
misguide	TRUE	other
irregular	regular	antonym
gentle	rough	antonym
klein	peerless	unrelated
evil	right-hand	unrelated
costly	bum	unrelated
less	fully	antonym
retentive	card	unrelated
large	little	antonym
deficient	slump	paraphrase
supporting	discouraging	antonym
front	rear	antonym
ill-timed	adequately	unrelated
abnormal	ripe	unrelated
mighty	inconceivable	other
slow	much	unrelated
control	free	antonym
bad	iniquity	unrelated
fear	brave	antonym
farsighted	sparsely	unrelated
off-site	on-site	antonym
, france ,	, italy ,	category
much	down_in_the_mouth	unrelated
smelly	dear	unrelated
equal	distinct	antonym
excessively	jeez	unrelated
displease	please	antonym
bingle	double	unrelated
move	sit	antonym
wrong	unfeigned	unrelated
structured	unstructured	antonym
opened	 locked up 	antonym
shadow	sunlight	antonym
serve	 be earned 	unrelated
sufficiency	satisfactory	paraphrase
reactive	unresponsive	antonym
reckless	dependable	antonym
circumstantially	deliberately	unrelated
wrongful	right	antonym
goodness	mal	unrelated
rightfulness	left	unrelated
intervention	nonintervention	antonym
work	nothing	antonym
rude	commodity	unrelated
finicky	easy	antonym
necessary	inappropriate	antonym
sick	ill	paraphrase
punishment	reward	antonym
impossible	unfeasible	other
bear	delete	unrelated
object	implement	unrelated
sin	good	antonym
produce	destroy	antonym
escape	prison	antonym
valuable	great value	paraphrase
sickness	healthy	antonym
rotten	soundly	unrelated
sustainable	infeasible	unrelated
simple	grueling	antonym
hard	easy	antonym
exclusively	simply	unrelated
birth	death	antonym
well-off	complicated	unrelated
hairiness	hairlessness	antonym
cry	laugh	antonym
quiet	shout	antonym
accept	refusal	antonym
normal	weirdo	antonym
fork	knife	antonym
abortive	effective	unrelated
sound	lousy	unrelated
poorly	plenty	unrelated
sure	some	unrelated
france	norway	category
lie	rise	antonym
function	include	unrelated
good	dreadful	antonym
ease	 the anxiety 	antonym
svelte	well	antonym
adventure	safe	antonym
sufficiency	shortfall	unrelated
clear	dirty	antonym
publication	issue	paraphrase
respect	disgust	antonym
harmoniousness	dissonance	antonym
limited	multitudinous	unrelated
yearn	card	unrelated
arrant	sketchy	unrelated
poison	safe	antonym
revolutionary	counterrevolutionary	antonym
deciduous	evergreen	antonym
payment	charge	antonym
rude	justly	unrelated
lose	success	antonym
slack	tense	antonym
absent	present	antonym
good	untimely	unrelated
uncollectible	TRUE	unrelated
nice	commodity	unrelated
austria	sweden	category
sufficiency	low	unrelated
justly	bogus	unrelated
hear	sight	antonym
extraneous	conquer	unrelated
cauline	stemless	antonym
intimately	inefficiently	unrelated
january	july	category
disputable	indisputable	antonym
remediate	break	unrelated
inconclusive	well-defined	antonym
easy	firmly	unrelated
discontentment	contentment	antonym
trade	free	antonym
fly	ride	antonym
magnification	understatement	unrelated
the east	the west	antonym
bogus	unfeigned	unrelated
well	severe	unrelated
permit	shall	paraphrase
fair	correctly	paraphrase
inadequately	selfsame	unrelated
play	study	antonym
ticket	possible	unrelated
finish	period	unrelated
sweet	ferment	antonym
eligibility	ineligibility	antonym
allocated	unoccupied	antonym
void	fullness	antonym
ill	proper	unrelated
scummy	as	unrelated
unstrap	strap	antonym
consistently	still	unrelated
stingy	enough	unrelated
usable	unreachable	unrelated
none	whatsoever	unrelated
capricious	feasible	unrelated
span	uncross	antonym
homo	straight	unrelated
energy	tire	antonym
acidify	alkalize	antonym
men	girl	antonym
netherlands	spain	category
drive	park	antonym
dim-witted	complex	unrelated
fair	pain	unrelated
shaver	long	unrelated
nonrepresentative	representative	antonym
long	inadequate	unrelated
pain	good	antonym
logically	surprisingly	unrelated
front	absence	unrelated
adequate	thereof	unrelated
game	good	unrelated
unconscionable	properly	category
a man	a woman	antonym
begin	end	antonym
less	 so much 	antonym
student	teacher	antonym
permissible	throttle	unrelated
over	anymore	unrelated
less	 now if 	unrelated
even	blue	unrelated
stain	clean	antonym
wellspring	low	unrelated
polite	crude	unrelated
wed	divorce	antonym
put	 a vote 	unrelated
hurried	unhurried	antonym
sequester	deposit	antonym
multidimensional	unidimensional	antonym
home	street	antonym
like	hate	antonym
perpetually	more	unrelated
aboveboard	easy	unrelated
high	low	antonym
prohibit	permissible	antonym
perfect	bad	antonym
illiterate	literate	antonym
complicated	easygoing	antonym
nice	goodness	paraphrase
fragmentary	double-dyed	unrelated
color	gray	antonym
oviform	oblate	antonym
slim	overly	unrelated
fishy	crazy	unrelated
undesirable	worthy	antonym
carnivorous	insectivorous	category
enough	less	antonym
spot	stripe	antonym
air	water	antonym
sunshine	darkness	antonym
ice	receive	unrelated
often	sparsely	antonym
over	sole	unrelated
unreasonable	right-hand	unrelated
practically	bit	unrelated
long	sentence	unrelated
roads	 positive developments 	unrelated
keister	allow	unrelated
roll	stationary	antonym
respect	nasty	antonym
stack	long	unrelated
lonesome	till	unrelated
okay	uncollectible	unrelated
emptiness	applicable	unrelated
nonsense	avowedly	unrelated
hanker	shortly	unrelated
earth	sky	antonym
focussed	unfocused	antonym
correct	rotten	unrelated
dependable	inappropriate	unrelated
capable	shall	unrelated
seldom	comfortably	unrelated
sleep	wake	antonym
health	fat	antonym
same	unique	antonym
easygoing	uncertain	antonym
home	office	antonym
fail	pass	antonym
breakfast	dinner	antonym
military	unmilitary	antonym
ampere	com	unrelated
thunder	clear	antonym
renovate	break	unrelated
gonna	ill-timed	unrelated
christian	unchristian	antonym
create	destroy	antonym
meaningless	requirement	unrelated
austria	germany	category
lone	highly	unrelated
rearward	here	unrelated
restrict	derestrict	antonym
value	cheap	antonym
roll	bounce	antonym
mind	matter	antonym
steep	reasonable	unrelated
unclear	screw	unrelated
nope	truly	unrelated
corporation	 the basic law 	other
abject	good	antonym
gonzo	right	unrelated
gonna	hit	unrelated
alien	know	unrelated
pure	unfinished	unrelated
work	hobby	antonym
ideal	bad	antonym
fatness	leanness	antonym
swell	hardly	unrelated
Stephen_Samuel_Wise	foolish	unrelated
nice	thoroughly	unrelated
mold	deregulate	antonym
inadmissible	decent	unrelated
right	unwarranted	unrelated
fault	 is not 	unrelated
slowly	tight	unrelated
nonetheless	yes	unrelated
fence	canadian forces	unrelated
aright	nasty	unrelated
estimable	pretty	unrelated
incredible	 beautiful and gorgeous 	paraphrase
necessity	futile	antonym
offence	defence	antonym
good	frantic	unrelated
bit	much	antonym
considerably	badly	unrelated
god	mortal	antonym
mistake	success	antonym
earth	sea	antonym
untreated	process	unrelated
dance	stand	antonym
window	wall	antonym
music	talk	antonym
dot	dash	antonym
tenacious	no	unrelated
oft	seldom	antonym
faulty	accurate	antonym
undecipherable	easy	unrelated
tax	free	antonym
divorce	connect	antonym
homosexual	straight	antonym
non	truly	unrelated
lazy	hard	antonym
now	nope	unrelated
heretofore	even	unrelated
TRUE	dismal	unrelated
available	shortly	unrelated
correctly	miserable	unrelated
backcloth	foreground	antonym
exterior	gonna	unrelated
vile	worthy	antonym
apart	simply	unrelated
society	disorder	unrelated
real	less	unrelated
aright	unusual	other
difficult	crude	unrelated
actually	equitable	unrelated
single-lane	multilane	antonym
finis	far	unrelated
error	lawful	unrelated
pretty	big	unrelated
familiarity	stranger	antonym
stretch	squash	antonym
important	deliberate	unrelated
brook	compatible	unrelated
right	steep	category
less	sol	unrelated
sun	night	antonym
reckless	prophylactic	unrelated
call	answer	antonym
huge	small	antonym
gladiola	sad	unrelated
excessively	jesus	unrelated
shade	hot	antonym
well	prick	unrelated
title	law	unrelated
friendship	enemy	antonym
exacerbate	better	antonym
fancy	early years	unrelated
only	advantageously	unrelated
contain	ter	unrelated
hanker	minimal	unrelated
comfortable	convenient	unrelated
pick	give	antonym
cultivate	idle	unrelated
sufficiency	scarcity	antonym
lawless	legalize	antonym
capture	unsuitable	unrelated
hardheaded	feasible	antonym
later	gold	unrelated
obvious	intemperate	unrelated
hardly	practically	unrelated
bad	set	unrelated
unipolar	bipolar	antonym
big	young	antonym
color	clear	antonym
bear	lion	antonym
significant	substantive	paraphrase
iniquity	good	unrelated
impossible	impulsive	unrelated
too	humiliated	unrelated
onerous	light	antonym
invulnerability	vulnerability	antonym
back	here	unrelated
chair	sofa	antonym
rotten	right	unrelated
match	different	antonym
corn	seed	antonym
sights	 the bills 	unrelated
level	bumpy	antonym
much	miss	unrelated
hill	plain	antonym
ill	substantially	unrelated
rightfield	unhappy	unrelated
correct	frill	unrelated
gaudy	difficult	unrelated
well	trivial	unrelated
requirement	obsolete	unrelated
jaydee	turd	unrelated
abide	incompatible	unrelated
port	 comes out 	unrelated
have	thyroxine	unrelated
salutary	cold	unrelated
convert	stay	unrelated
minimal	advantageously	unrelated
ham_it_up	underact	antonym
tawdry	soft	unrelated
refused	admit	antonym
help	trouble	antonym
nice	rank	antonym
cold	wanton	unrelated
loosely	real	unrelated
advantageously	sick	unrelated
unfortunate	reserve	unrelated
condom	harmful	unrelated
anyway	only	unrelated
sure	knowledge	unrelated
miserable	practicable	unrelated
bull	female	antonym
lento	quickly	antonym
live	animate	antonym
unsuitable	ideal	antonym
application	screw	unrelated
rain	dry	antonym
ill	cast	unrelated
rough	tardily	unrelated
mad	happy	antonym
usable	nonexistent	unrelated
scarce	far	unrelated
installation	 been installed 	entailment
founded	 totally groundless 	unrelated
surprisingly	intelligibly	unrelated
full	rotten	unrelated
appear	leave	antonym
misguided	correct	antonym
merely	surely	unrelated
capable	 legally incompetent 	antonym
frame	ground	unrelated
head	neck	antonym
problem	solution	antonym
apparel	undress	unrelated
powerful	alright	unrelated
hitherto	maybe	unrelated
heavy	rough	unrelated
good	dysphoric	unrelated
scarcely	frequently	antonym
great	small	antonym
harmful	safe	antonym
congeneric	absolute	unrelated
blue	orange	antonym
very	only	unrelated
clear	confuse	antonym
readily	badly	unrelated
bod	ground	unrelated
off	exploit	unrelated
fraud	real	antonym
contortion	straightness	unrelated
ok	invalid	antonym
shine	hard	unrelated
passable	intolerable	antonym
unceremoniously	ceremoniously	antonym
no	receive	unrelated
fragrant	malodorous	antonym
entirely	practice	unrelated
bear	name	unrelated
indeterminate	decide	unrelated
naughty	estimable	antonym
repellant	virtuous	unrelated
boo	applaud	antonym
preposterous	feasible	unrelated
miserable	mighty	unrelated
river	dry	antonym
adequate	pitiable	unrelated
phony	truthful	antonym
end	middle	antonym
hatch	uncover	unrelated
appropriate	moot	antonym
less	gross	unrelated
policeman	criminal	antonym
unrealistic	veridical	unrelated
day_school	night_school	antonym
advantageously	sorry	unrelated
condom	prejudicial	unrelated
gaudiness	softness	unrelated
pass	take	antonym
uninitiated	guilty	unrelated
seldom	considerably	unrelated
aright	crazy	antonym
melt	solid	antonym
miss	catch	antonym
avowedly	no	unrelated
affirm	negate	antonym
unclear	dependable	unrelated
adequately	imperfectly	other
abject	as	unrelated
incompetency	competence	antonym
trip	vacation	antonym
guilt_feelings	innocence	antonym
unlawful	legalize	antonym
elemental	secondary	antonym
shortly	well	unrelated
hitherto	far	unrelated
slim	excessively	unrelated
change	unaffected	unrelated
loading	 a resolution 	unrelated
branchy	branchless	antonym
ideal	satisfactory	paraphrase
unhappy	delight	antonym
shade	heat	antonym
sign	 the preparations 	unrelated
select	deselected	antonym
depositary	withdraw	antonym
asexual	sexual	antonym
difficult	fierce	other
exports	imports	antonym
interesting	badness	unrelated
franklin	well	unrelated
impossible	normal	other
in_effect	damaging	other
computer_hardware	software	antonym
advantageous	disadvantageous	antonym
brave	straight	unrelated
finish	start	antonym
counter-productive	justly	unrelated
ineffectual	sufficient	antonym
dire	possible	unrelated
picayune	important	antonym
sit	up	antonym
ice	feel	unrelated
easy	discombobulate	unrelated
viable	untenable	unrelated
upheaval	calmness	antonym
signs	 these models 	unrelated
inappropriate	dependable	unrelated
i	nay	unrelated
unfit	nice	unrelated
quiet	talk	antonym
ripe	questionable	unrelated
sufficiency	insufficiently	antonym
rest	use	antonym
be	article	unrelated
now	possibly	unrelated
appropriate	can	unrelated
keep	take_away	antonym
competent	incompetent	antonym
long	lack	unrelated
surprisingly	self-evidently	unrelated
harmonical	vowel	other
future	hanker	unrelated
knowledge	mindful	unrelated
inappropriate	sufficient	unrelated
earmark	helpless	unrelated
unbelievably	believably	antonym
soh	somewhat	unrelated
easily	anymore	unrelated
say	conceive	unrelated
sustain	l	unrelated
incidental_expense	basic	unrelated
worker	boss	antonym
deplorably	happily	antonym
no	unremarkably	unrelated
unfinished	consummate	unrelated
suffering	practicable	unrelated
long	loosely	unrelated
attractive	repulsive	antonym
inappropriate	rectify	unrelated
available	translation	unrelated
off	influence	unrelated
insignificant	plenty	unrelated
blemish	good	unrelated
piece	complete	antonym
deductions	 tax reductions 	paraphrase
no	contract	unrelated
road	street	antonym
parting	framework	unrelated
ugly	correct	unrelated
burdensome	easy	antonym
game	real	antonym
lone	admittedly	unrelated
normal	improper	unrelated
swell	inappropriately	unrelated
difficult	unruffled	unrelated
happy	demented	unrelated
terrible	effective	antonym
naw	nowadays	unrelated
hear	see	antonym
unknown	assign	unrelated
appropriate	ugly	unrelated
bad	occupy	unrelated
unaltered	exchange	other
formation	 some indication 	unrelated
criticise	praise	antonym
compartmented	uncompartmented	antonym
discrepant	compatible	antonym
superscript	inferior	unrelated
possible	inadmissible	antonym
stationary	change	antonym
couple	uncouple	antonym
pretty	respectable	unrelated
slowly	impossible	unrelated
bad	cunning	other
imperfectly	swell	unrelated
discriminate	 a blind man 	other
wise	foolish	antonym
easily	illegally	unrelated
discover	c	unrelated
sufficient	lowly	unrelated
form	progress report	entailment
fast	slow	antonym
discipline	unkind	unrelated
hunger	full	antonym
norway	sweden	category
cheerfully	cheerlessly	antonym
well	thin	unrelated
hard	friendly	antonym
dark	pale	antonym
commence	end	antonym
day	night	antonym
gonna	fountainhead	unrelated
silver	brass	antonym
huh	in_effect	unrelated
coin	bill	antonym
sufficient	down	unrelated
equitable	inequitable	antonym
unacceptable	insufferable	unrelated
admittedly	equitable	unrelated
okey	serious	other
successful	unsuccessful	antonym
only	suffer	unrelated
absence	presence	antonym
loose	picky	unrelated
edge	middle	antonym
identify	settle	unrelated
gres	large measure	unrelated
energetic	lethargic	antonym
adept	no	unrelated
paint	paper	antonym
deed	 even worse 	unrelated
poison	good	antonym
exactly	sick	unrelated
declared	undeclared	antonym
integral	unconstitutional	other
story	real	antonym
there	fair	unrelated
party	be_alone	antonym
come	 the pay 	unrelated
depression	 the great depression 	entailment
difficult	beneficial	unrelated
nominal	important	unrelated
happy	wet	unrelated
fly	land	antonym
valids	 patients ' 	unrelated
daytime	night	antonym
unusual	convention	unrelated
huh	instantly	unrelated
imperfectibility	perfectibility	antonym
unbroken	split	antonym
unreal	admittedly	unrelated
Joseph_Black	white	unrelated
supply	no	unrelated
useful	sleeveless	unrelated
excessive	adequate	antonym
face	back	antonym
no man	nobody	paraphrase
more	fix	unrelated
much	lupus_erythematosus	unrelated
wine	beer	antonym
cool	hot	antonym
fall	fly	antonym
rock	water	antonym
inscrutable	shallow	unrelated
grave	stimulate	unrelated
crimson	nonviolent	unrelated
even	stage	unrelated
passably	good	unrelated
water	food	antonym
truly	insincerely	antonym
law	entitle	unrelated
conjugation	separation	antonym
flock	unfold	unrelated
variable	live	unrelated
easy	indurate	unrelated
hanker	little	unrelated
right-hand	normal	unrelated
redress	unwarranted	unrelated
thrill	boredom	antonym
adequate	adequate	paraphrase
room	outside	antonym
combine	divide	antonym
accommodate	reject	antonym
understand	c	unrelated
want	hardly	unrelated
get	ice	unrelated
appropriate	pleonastic	other
tended	 be used 	unrelated
well	shitty	antonym
orderly	disorderly	antonym
glacial	equatorial	antonym
good	puckish	category
replace	relief	unrelated
mighty	fraudulent	other
lack	long	unrelated
be	representation	unrelated
north	be	unrelated
subtraction	even	unrelated
produce	consume	antonym
even	further	unrelated
incorrect	expert	unrelated
outrageous	correctly	unrelated
rectify	fake	unrelated
hypothermia	hyperthermia	antonym
price	free	antonym
adept	rotten	unrelated
constant	switch	unrelated
purse	unwrinkled	unrelated
rude	easily	unrelated
miss	strike	antonym
joy	unhappiness	antonym
fever	cold	antonym
depart	right	unrelated
wastefulness	conserve	antonym
radio	television	antonym
new	use	antonym
baby	old	antonym
decorum	indecorum	antonym
mad	proficient	unrelated
no	yield	unrelated
shameful	permissible	unrelated
sure_as_shooting	ethan	unrelated
d	have	unrelated
pass	keep	antonym
moot	available	unrelated
reasonable	bad	unrelated
increased	 is diminished 	antonym
easily	sorry	unrelated
nonesuch	satisfactory	unrelated
easily	goon	unrelated
father	mother	antonym
wrong	chasten	entailment
step-up	decrease	antonym
actuate	appropriate	unrelated
unsuccessful	correct	antonym
space	crowd	antonym
expel	charge	unrelated
defective	interesting	unrelated
inexpert	professional	antonym
desirable	worst possible	unrelated
credible	incredible	antonym
i	we	antonym
east	west	antonym
adequately	wrongfully	unrelated
good	upset	unrelated
harsh	gentle	antonym
bumpy	good	unrelated
ripe	unhealthy	unrelated
feasible	ineffective	unrelated
ward	 so many 	unrelated
nephew	niece	antonym
body	head	antonym
talk	write	antonym
poor	comfortably	antonym
last	menstruation	unrelated
full	rude	unrelated
rapid	slow	antonym
annie	regular	unrelated
hopeless	workable	antonym
appropriately	amazingly	unrelated
tractability	inflexibility	antonym
iffy	expectant	antonym
off	bring	unrelated
driven	unspecified	unrelated
acquit	inconclusive	unrelated
no	nonetheless	other
allow	posterior	unrelated
uncommon	timeworn	unrelated
wicked	dependable	unrelated
bowl	plate	antonym
compensate	rude	unrelated
less	low-down	paraphrase
hail	go	unrelated
piousness	impiety	antonym
extraordinary	formula	unrelated
badly	rightfield	unrelated
absent	available	antonym
mistaken	right-hand	unrelated
maybe	impossibly	antonym
sights	 a submission 	unrelated
obediently	disobediently	antonym
theory	fact	antonym
decode	encode	antonym
usually	 more severely 	unrelated
upright	inappropriate	unrelated
part	everything	antonym
read	write	antonym
free_state	slave_state	antonym
longer	immediately	antonym
moisture	dry	antonym
tails	 the items 	unrelated
claim	application	unrelated
bad	malign	paraphrase
necessary	absolutely necessary	entailment
powerful	FALSE	unrelated
home	vacation	antonym
mandatory	compensatory	antonym
captain	mate	antonym
animal	mineral	antonym
rise	reduce	antonym
young	aged	antonym
macrocosm	nonexistence	unrelated
leisurely	intricate	unrelated
good	crushed	unrelated
name	harbor	unrelated
signs	 the reasons 	other
halfway	beginning	unrelated
material	less	unrelated
reservoir	sink	paraphrase
play	work	antonym
imperviousness	perviousness	antonym
moderately	bad	unrelated
